지점ID,매점명,주소,전화번호,위도,경도
153064,광주수완대방대주점,광주 광산구 풍영로200번길 21 (장덕동),062-951-2100,35.1893993,126.8155750
153062,세종산울점,"세종특별자치시 산울2로 10 B동 B-107호(산울동, 산울마을6단지근린생활시설)",044-998-8096,36.5296874,127.2624442
152514,강남포이점,서울 강남구 개포로 223 101호 102호,070-8883-8000,37.4789525,127.0472695
152188,김포시청본관점,경기 김포시 사우중로 1 김포시청본관 지하1층,070-8834-9004,37.6153500,126.7155440
152185,강릉입암점,강원특별자치도 강릉시 월대산로 64,,37.7598094,128.9174505
152011,광주학동역점,광주 동구 남문로 694-26 (학동),062-412-4146,35.1327871,126.9296094
151918,인천학익삼거리점,인천 미추홀구 소성로 200,,37.4403280,126.6702683
151430,진천혁신도시점,충북 진천군 덕산읍 대하로 133,070-8874-2575,36.9029328,127.5341831
150764,순창터미널점,전북특별자치도 순창군 순창읍 장류로 355,063-652-6548,35.3767662,127.1412106
150744,응암시장교차로점,"서울 은평구 응암로 247 (응암동, 외환은행)",,37.5942306,126.9178721
150486,광교더샵레이크시티점,경기 수원시 영통구 광교호수공원로 20,031-548-2587,37.2710306,127.0601460
150432,세종종촌점,세종특별자치시 도움1로 106,,36.5028160,127.2481238
150239,양평역이노플렉스점,"서울 영등포구 양산로 57-5 (양평동3가, 양평동 이노플렉스)",02-2679-7774,37.5255956,126.8893622
150209,안산선부광장점,경기 안산시 단원구 선부광장1로 56,031-405-5007,37.3366090,126.8107170
149768,익산덕기점,전북특별자치도 익산시 무왕로 1730 (덕기동),063-831-1104,35.9798389,127.0405589
149602,광주금호종원점,광주 서구 화개1로79번길 7 1층(금호동) 112호,062-412-3371,35.1309501,126.8541596
148827,고양삼송테크노벨리점,경기 고양시 덕양구 통일로 140 A동 154호,02-355-6680,37.6491289,126.9021659
148822,천안쌍용대우타워점,충남 천안시 서북구 봉명로 24 101호,041-415-2214,36.8074424,127.1310698
148789,성남의료원점,경기 성남시 수정구 수정로 170 (신흥동),031-751-7779,37.4427840,127.1388513
148370,양재시민의숲에브리데이점,서울 서초구 동산로2길 16 (양재동),,37.4691407,127.0416413
148210,인천수봉공원점,인천 미추홀구 수봉로 150-1 (주안동),032-724-9524,37.4575747,126.6662857
147726,남해중앙점,경남 남해군 남해읍 화전로78번길 5 (북변리),055-864-3517,34.8382988,127.8947868
147692,의정부고산점,경기 의정부시 세석로 24 109,070-7635-6145,37.7296549,127.1094900
147642,구미산동점,경북 구미시 산동읍 신당2로1길 12 1동 1층 106호,054-715-3507,36.1571661,128.4322897
146977,강북번동점,서울 강북구 오현로34길 12,,37.6286079,127.0400605
146742,제주외도부영점,제주특별자치도 제주시 우정로11길 3 (외도일동),,33.4879415,126.4313903
146154,고령성산점,경북 고령군 대가야읍 우륵로 4 (헌문리),,35.7301965,128.2689010
146020,역삼개나리점,서울 강남구 언주로 405 (역삼동),,37.4991858,127.0439712
145393,평촌디지털엠파이어점,경기 안양시 동안구 흥안대로427번길 16 1층 118호,,37.3930060,126.9737671
145347,의정부행복로점,경기 의정부시 행복로 30 (의정부동),,37.7412442,127.0498255
145279,부산신항에비뉴점,경남 창원시 진해구 신항4로 47-14 1층 110호,055-715-3353,35.0877283,128.8165999
145097,대전둔산초점,대전 서구 둔산남로 42 (둔산동),042-472-1401,36.3488495,127.3821879
144811,화성드림파크점,경기 화성시 우정읍 기아자동차로 237 (매향리),031-358-9596,37.0499388,126.7666787
144623,광주풍암2지구점,광주 서구 송풍로17번길 5 062-716-2236,,35.1186992,126.8667120
144297,인천우림라이온스밸리점,인천 부평구 부평대로 283 우림라이온스밸리 B동 113호,070-8277-4660,37.5178209,126.7200781
144127,진주더퀸즈웰가점,경남 진주시 새평거로 25 상가 1동 111호,055-920-2229,35.1666876,128.0519226
143215,수원남수동한옥마을점,경기 수원시 팔달구 창룡대로 66-1 (남수동),031-305-8200,37.2844455,127.0223115
142479,광주첨단비즈타워점,광주 북구 첨단연신로 45 1층 A-108호,062-716-0602,35.2014767,126.8634739
142242,인천송도이편한세상점,인천 연수구 랜드마크로 113 이편한세상송도 후문상가 113호,070-7661-1113,37.4114562,126.6170577
142190,대구현풍중리점,대구 달성군 현풍읍 테크노상업로 26 (중리),,35.6913670,128.4537050
141536,보라매중앙점,서울 동작구 여의대방로24길 24 (신대방동),,37.4978787,126.9215583
141270,오창1산업단지점,충북 청주시 청원구 오창읍 과학산업3로 202-7 104호,070-7585-0280,36.7070616,127.4293397
141247,화성팔탄점,경기 화성시 팔탄면 푸른들판로 701 (구장리),,37.1701326,126.8923679
141203,건대양꼬치거리점,서울 광진구 동일로18길 62,02-6052-4856,37.5390210,127.0660211
141202,제주화북뉴월드마트점,제주특별자치도 제주시 일주동로 233 (화북일동),,33.5197087,126.5702770
141134,미사스마트밸리점,경기 하남시 미사강변서로 16 RB158호,,37.5517709,127.1846913
140954,굽은다리역사점,"서울 강동구 양재대로 1574 550-103호(명일동, 굽은다리역)",,37.5459185,127.1433489
140662,대구달성고점,대구 서구 달구벌대로 1727 (내당동),070-7576-1273,35.8569760,128.5541411
140500,여수문수광장점,전남 여수시 여문2로 73 코아상가동 1-11호,061-810-0711,34.7546608,127.6929933
139704,동작남성점,서울 동작구 솔밭로 103 (사당동),,37.4856103,126.9681919
139703,용두동아제약점,"서울 동대문구 무학로23길 8 (용두동, 보금빌딩)",02-921-3901,37.5726857,127.0300628
139116,인천검단법조타운점,인천 서구 이음3로 145 105호,,37.5888543,126.7080419
139065,원주원주고점,강원특별자치도 원주시 치악로 1754-2 (개운동),,37.3392565,127.9563840
138971,북수원자이렉스자이점,경기 수원시 장안구 장안로 271 1동 101호,031-271-8311,37.3069617,126.9892966
138785,광주임동제니스점,광주 북구 유동길 46 202동 1-113호(임동),070-4419-0777,35.1574480,126.9030616
137520,인천학산사거리점,인천 미추홀구 매소홀로 355,032-299-8076,37.4414110,126.6620204
137500,인천오류왕길점,인천 서구 단봉로139번길 3-5 (오류동),070-7856-9994,37.5971853,126.6370869
137193,광주전대풍경채점,광주 북구 당뫼로 62 (중흥동),062-513-1070,35.1716686,126.9154271
137095,포항이인지구점,경북 포항시 북구 흥해읍 이인로 100 (이인리),,36.0717903,129.3331708
137079,김천부곡점,경북 김천시 부곡길 201 1층 105호,,36.1258358,128.0993120
136915,수원산드래미점,"경기 수원시 영통구 인계로 264 (매탄동, 매탄삼성내과의원)",070-7755-8755,37.2637050,127.0463546
136315,대전노은역광장점,"대전 유성구 노은로 178 (지족동, 금강프라자)",042-824-0315,36.3756014,127.3185157
136222,당진기지시점,충남 당진시 송악읍 반촌로 102 태영빌딩 102호,041-970-5846,36.9041243,126.6947491
135651,세종도담점,세종특별자치시 보듬3로 6 상가2동 1층 106호,044-867-9080,36.5128445,127.2589409
135645,대전둔곡점,대전 유성구 과학지원4길 13 (둔곡동),070-4349-6243,36.4532533,127.3606119
135274,동의병원점,부산 부산진구 양정로 63 D동 2층,,35.1707921,129.0773828
135103,광주컨벤션센터점,광주 서구 마륵로 104 (치평동),062-716-7898,35.1457945,126.8428458
134816,인천국세청점,인천 남동구 미래로 6 마커스 오피스텔 상가 1층,070-5100-5554,37.4506397,126.7050731
134815,창원신사로점,경남 창원시 성산구 신사로35번길 2 지하1층 지하2호,055-264-3286,35.2256262,128.6896085
134066,강서등촌중앙점,서울 강서구 공항대로45길 44 105호,02-2658-2686,37.5568048,126.8558121
133796,창원남산서상점,경남 창원시 의창구 남산로 99 (서상동),055-292-5048,35.2549028,128.6192614
133235,상명대동숭캠퍼스소극장점,"서울 종로구 동숭길 133 (동숭동, 상명대학교예술디자인센터)",070-8816-0008,37.5833842,127.0027569
132770,대구범어W점,"대구 수성구 달구벌대로 2436 (범어동, 수성 범어W)",053-746-2435,35.8578762,128.6280431
132721,광주동구청점,"광주 동구 제봉로82번길 3 (서석동, 굴마을 생선구이)",062-413-5103,35.1461126,126.9222277
132713,서울역부양빌딩점,"서울 용산구 한강대로 397 (동자동, 부양빌딩)",,37.5537979,126.9723464
131815,대전관저마치광장점,대전 서구 구봉로 137,042-710-0071,36.2967072,127.3381807
131689,수원팔달경찰서점,경기 수원시 팔달구 세지로 395 (우만동),031-257-4521,37.2851597,127.0284991
130771,광주큰별초등학교점,"광주 광산구 수등로123번길 21 (신가동, 수완지구 호반베르디움 1차 아파트)",062-716-4206,35.1846292,126.8213818
130194,완주봉동둔산점,전북특별자치도 완주군 봉동읍 둔산3로 18 (둔산리),070-7766-7715,35.9569611,127.1245363
129920,단국대천안캠퍼스단우홀점,충남 천안시 동남구 단대로 119 단우홀내,,36.8373833,127.1685007
129915,명동길점,서울 중구 명동7길 18 (명동1가),02-771-7772,37.5645463,126.9844575
129909,단국대죽전캠퍼스웅비홀점,"경기 용인시 기흥구 마북로247번길 109 (마북동, 단국대학교기숙사)",,37.3168521,127.1267412
129818,인천구월아시아드점,인천 남동구 선수촌공원로17번길 1 구월테크노벨리 110호,032-227-8270,37.4402282,126.7096475
129740,동탄숲속마을점,경기 화성시 동탄지성로 145 (능동),,37.2096634,127.0593959
129733,미사하남고점,"경기 하남시 미사강변남로 33 (망월동, 황금프라자)",070-8648-3075,37.5599159,127.1855472
129720,분당서현로데오점,"경기 성남시 분당구 분당로53번길 3 (서현동, 농업협동조합중앙회)",031-697-5482,37.3835128,127.1209106
129455,둔촌동역사1호점,서울 강동구 양재대로 1355 둔촌동역사 554-104호,02-477-2335,37.5274004,127.1356320
129410,진영여래점,경남 김해시 진영읍 여래로20번길 6,055-724-2588,35.3046470,128.7340903
129209,남한산성입구역역사점,경기 성남시 수정구 산성대로 445 남한산성입구역 지하 822-203호,,37.4516134,127.1594592
129131,포항용흥점점,경북 포항시 북구 대안길 58 150동 107호,054-248-5453,36.0420860,129.3519707
128287,서귀포여고점,"제주특별자치도 서귀포시 태평로 95 (호근동, 서귀포의 아침)",,33.2450009,126.5338272
128071,대구달서sk뷰점,대구 달서구 용산로 27 (본리동),053-525-3777,35.8398158,128.5303867
126784,거제고현터미널점,경남 거제시 서문로 73 102호,055-736-2236,34.8901334,128.6235644
126780,진해용원어시장점,경남 창원시 진해구 용원동로221번길 4-1 (용원동),055-715-5420,35.0928537,128.8189925
126779,인천구월여중점,"인천 남동구 예술로174번길 46 1층 104호(구월동, 인스테이션)",070-7808-3247,37.4494545,126.7037339
126645,경주보문점,경북 경주시 보문로 549 110호,054-745-3010,35.8352908,129.2847708
126525,대구파동점,"대구 수성구 파동로 190 101동 103호(파동, 수성더팰리스푸르지오더샵)",053-201-0215,35.8205988,128.6131859
126480,도곡매봉점,"서울 강남구 남부순환로 2738 (도곡동, 상일빌딩)",,37.4859749,127.0454328
126215,천호2동점,"서울 강동구 올림픽로 686 (천호동, 오송빌딩)",,37.5424824,127.1251105
126145,대치학원가중앙점,서울 강남구 도곡로78길 6 101-102호,02-6954-0991,37.4977374,127.0589630
126138,장한평역사점,서울 동대문구 천호대로 지하 405 역사 지하2층,,37.5620161,127.0641904
126131,인천마전중학교점,"인천 서구 완정로92번길 1 (마전동, 검단힐스테이트아파트 상가)",070-4647-0726,37.5990625,126.6650420
126084,대구강창역점,대구 달서구 호산로27길 2 (파호동),,35.8522071,128.4775656
125901,울산왕생이길점,울산 남구 왕생로 61 (달동),052-256-3476,35.5389587,129.3309397
125652,광주소촌힐스점,광주 광산구 어등대로647번북길 8 501 근린생활시설동 1,070-4241-8228,35.1462632,126.7929205
124694,안산KTD점,경기 안산시 단원구 산단로 14,,37.2970443,126.7852478
124693,오산원동롯데캐슬점,"경기 오산시 원당로 35 (원동, 오산롯데캐슬스카이파크)",010-7734-9149,37.1410891,127.0933838
124462,진해남원로타리점,경남 창원시 진해구 중원로 20-1,055-719-3388,35.1458688,128.6594439
124423,안양1번가점,경기 안양시 만안구 만안로223번길 7 (안양동),,37.4004012,126.9223877
123862,대전갈마점,대전 서구 갈마중로 4 (갈마동),042-522-2265,36.3474389,127.3695884
123718,안성공도점,경기 안성시 공도읍 서동대로 4079 주은풍림아파트 제상가동 130호,,36.9991703,127.1589156
123006,수원화서블루밍점,경기 수원시 팔달구 화양로35번길 12 101호,031-255-3194,37.2810256,126.9962099
122789,마산육호대로점,경남 창원시 마산회원구 회원동5길 1 101,055-242-8909,35.2167435,128.5750789
122783,고양관산고골점,경기 고양시 덕양구 고골길 5 2,031-966-0723,37.7089946,126.8550944
122373,인천부평역이편한시티점,인천 부평구 경원대로1344번길 34 1층 113호,032-233-0321,37.4902905,126.7191112
121949,여수쌍봉사거리점,전남 여수시 시청로 43 1층 에이호,061-686-4914,34.7655981,127.6624520
120967,강서대점,서울 강서구 까치산로 127 (화곡동),02-2602-9502,37.5491802,126.8507583
120744,파주문발점,경기 파주시 지목로 68 (문발동),031-937-8588,37.7258174,126.6985246
120357,충주교통대점,충북 충주시 대소원면 대학로 27 (검단리),070-8657-0615,36.9653514,127.8710168
120352,압구정스퀘어점,서울 강남구 압구정로34길 11,02-512-9888,37.5274022,127.0309965
120336,울산언양읍성점,울산 울주군 언양읍 북문6길 5 (동부리),052-254-8331,35.5701574,129.1263151
120134,대전충남대병원점,대전 중구 계룡로920번길 32 (대사동),042-242-8884,36.3189232,127.4150871
119972,동대입구역점,서울 중구 동호로24길 27 (장충동2가),,37.5604139,127.0053199
119964,우장산숲아이파크점,"서울 강서구 강서로 200 1층 좌측호(화곡동, 섬유유통노련회관)",070-7804-3737,37.5441840,126.8386330
118892,장유한양에스쇼핑점,경남 김해시 장유로 270 1층 113호,055-820-7711,35.2008015,128.8122606
118824,문발IC점,경기 파주시 교하로 849,031-945-8899,37.7232837,126.7011546
118739,옥정프라자점,경기 양주시 옥정서로 217 105호,031-858-7233,37.8325252,127.0883995
118730,압구정스마일점,서울 강남구 압구정로 334 지상1층 104호,02-514-3888,37.5281863,127.0380787
117628,대전선사유적지점,대전 서구 청사서로 36 (월평동),042-488-1982,36.3610366,127.3769278
117597,송파풍납점,서울 송파구 토성로 65,02-482-1230,37.5289127,127.1173696
117594,서울외대점,서울 동대문구 휘경로 12 (이문동),,37.5958552,127.0612877
117494,삼척임원항점,"강원특별자치도 삼척시 원덕읍 임원중앙로 39-1 (임원리, 여정식당)",,37.2301307,129.3445978
117461,김해안동푸르지오점,경남 김해시 안동길 31 109동 106호 컴포즈커피 김해안동푸르지오점,055-724-3810,35.2379759,128.9133350
117432,전북대점,전북특별자치도 전주시 덕진구 권삼득로 315,,35.8437363,127.1274958
117393,선유중앙점,서울 영등포구 선유로49길 22 (양평동4가),,37.5366829,126.8953178
116949,대구세천점,대구 달성군 다사읍 세천남로 8 (세천리),053-583-7747,35.8735298,128.4771666
116757,창원중앙오거리점,경남 창원시 성산구 원이대로580번길 24-4 (중앙동),055-266-3799,35.2267378,128.6770914
115948,대전월평점,"대전 서구 월평로 64 1층 일부호(월평동, 구성빌딩)",,36.3559618,127.3641666
115940,영광군청점,전남 영광군 영광읍 중앙로 180,061-945-9885,35.2749478,126.5120146
115898,탕정유니콘101점,"충남 아산시 탕정면 용머리길 40 유니콘101 2동 114,123B호",041-427-0100,36.7952345,127.0512679
115873,용산원효로점,서울 용산구 원효로41길 23 (원효로3가),070-8670-8822,37.5348179,126.9587862
115522,과천상상자이점,"경기 과천시 과천대로7길 65 (갈현동, 과천상상자이타워)",070-4647-4575,37.4166770,126.9758176
115151,제주저지점,제주특별자치도 제주시 한경면 녹차분재로 525 (저지리),,33.3186481,126.2686439
115085,인천송도스마트스퀘어점,인천 연수구 송도미래로11번길 27 B동 124호,032-813-0124,37.3710904,126.6494931
114985,창원의창구청점,"경남 창원시 의창구 도계로4번길 27 (도계동, 동영빌라)",055-603-3312,35.2574151,128.6349453
114879,수원조원점,경기 수원시 장안구 조원로 69 (조원동),031-255-1544,37.2995648,127.0172783
114167,용인김량장동점,경기 용인시 처인구 금령로85번길 1 (김량장동),031-328-8289,37.2354957,127.2057038
114163,원주남원주초점,강원특별자치도 원주시 늘품로 33,033-765-2255,37.3227379,127.9500987
113958,양재이마트점,"서울 서초구 매헌로 16 이브랜드 리빙관 ,지하1층 102호",02-2155-0118,37.4631951,127.0366233
113686,인천검단예미지트리플에듀점,인천 서구 서로4로 89 검단신도시예미지트리플에듀 상가 110호,032-564-8298,37.6008108,126.7131806
113288,부천대점,경기 부천시 원미구 부일로445번길 45 (심곡동),032-655-1244,37.4883551,126.7794141
112585,상주경북대점,"경북 상주시 경상대로 2560-13 (가장동, 동이빌딩)",054-536-0606,36.3777588,128.1486389
112431,하계타운점,서울 노원구 한글비석로1길 67,070-4151-3500,37.6406771,127.0702506
112331,인천대청도점,인천 옹진군 대청면 대청남로 4 (대청리),,37.8245045,124.7161076
111947,강진중앙점,전남 강진군 강진읍 중앙로 120 (남성리),,34.6399584,126.7698793
111189,인천정서진점,인천 서구 정서진5로 37 상가 104호,032-563-0076,37.5622340,126.6186828
111088,부천송내우성점,경기 부천시 소사구 중동로49번길 44 1층 6호,070-4099-1282,37.4852665,126.7617203
111029,부천팰리스카운티점,경기 부천시 원미구 중동로 100 아이파크상가 108호,070-4252-2024,37.4887472,126.7657959
110567,통영미수점점,경남 통영시 미수해안로 42 101호,055-725-8007,34.8297266,128.4066859
110523,광주쌍촌명지점,광주 서구 상무대로868번길 30-1 (쌍촌동),062-381-2233,35.1474331,126.8576589
109707,수유역점,서울 강북구 오패산로 417 1층 일부(번동),02-998-4160,37.6376263,127.0258528
109218,청주산남점,충북 청주시 서원구 산남로 68 센타프라자 109호,043-288-6186,36.6113566,127.4665266
109212,수원능실마을점,경기 수원시 권선구 호매실로165번길 71 110동 109호,031-297-8735,37.2583807,126.9532118
109186,인천부평하이마트점,인천 부평구 길주로 512 1층 컴포즈커피,070-4419-2419,37.5072862,126.7189538
107716,중계중앙점,서울 노원구 덕릉로73길 18 태인빌딩1층 104호,02-935-2407,37.6521996,127.0723320
107715,이기대입구점,부산 남구 이기대공원로 4 101호,051-791-0503,35.1241507,129.1130248
107714,인천구월한화포레나점,인천 남동구 석산로 202 (구월동),032-466-0507,37.4605629,126.7143833
107404,대전건양대병원점,대전 서구 관저동로 170 124호,042-543-6093,36.3073063,127.3411595
107348,수원송죽점,경기 수원시 장안구 경수대로973번길 18 (송죽동),,37.3037110,127.0041214
106185,청주지웰시티점,충북 청주시 흥덕구 대농로 49 043-900-6020,,36.6421468,127.4280269
106095,일원맛의거리점,서울 강남구 양재대로35길 6 (일원동),02-459-9618,37.4900895,127.0836949
105560,대구강촌우방점,대구 동구 화랑로80길 8 1층 102호,053-249-7366,35.8764407,128.6657885
105529,대전용문역점,대전 서구 계룡로 632 102호,070-8657-3935,36.3387897,127.3920712
105528,상동라일락점,경기 부천시 도약로 37-1 (상동),032-323-0918,37.5125276,126.7537286
104683,대구국우점,대구 북구 학남로 97 (국우동),053-311-3355,35.9440003,128.5697176
104411,광주상무우정청점,광주 서구 계수로 51 (쌍촌동),062-716-7708,35.1605308,126.8563047
104019,대전미건테크노월드점,"대전 유성구 테크노2로 199 (용산동, 미건테크노월드)",042-933-9843,36.4232397,127.4073257
103984,삼양솔매점,"서울 강북구 솔매로28길 1 171, 172호",,37.6399301,127.0642714
103973,중계브라운스톤점,"서울 노원구 동일로203가길 29 171, 172호",02-977-3412,37.6399301,127.0642714
103589,용인물푸레마을점,"경기 용인시 기흥구 구성3로28번길 20 가나프라자 2차 제1층 102호,103호",070-4252-5252,37.2952037,127.1521820
103582,여수죽림부영점,전남 여수시 소라면 죽림로 10 상가동 105호(죽림부영1차),061-810-3686,34.7622427,127.6414487
103267,양주고암점,경기 양주시 고암길 306-77 102호,,37.8367555,127.0685865
103266,양주고암점,경기 양주시 고암길 306-77 102호,,37.8367555,127.0685865
103168,고양관산점,경기 고양시 덕양구 통일로 768 1,070-8657-3832,37.6879205,126.8652089
103099,고척중앙점,서울 구로구 고척로27길 111 (개봉동),02-2038-8600,37.5066646,126.8451008
102962,인천완정사거리점,인천 서구 원당대로 673 태한빌딩103호,070-4335-2336,37.5939661,126.6760098
102843,철산우성점,경기 광명시 시청로 139 케이비에스우성아파트 제14동 제111호,,37.4892021,126.8682281
102682,창원역점,경남 창원시 의창구 의창대로62번길 5,055-719-0486,35.2566175,128.6079810
102209,대전송촌공원점,대전 대덕구 동춘당로94번길 11-7 광혜빌딩 1층,,36.3658722,127.4396741
102206,광주일곡중학교점,"광주 북구 일곡마을로 225-1 상가동 1층 111, 112호",062-571-2588,35.2105509,126.8985206
101967,김해생림나전점,경남 김해시 생림면 인제로 722 (나전리),070-4647-1243,35.2886369,128.8847080
101963,광주광주여대점,광주 광산구 용아로 235 상가동 1층 101호(산정동),062-955-5004,35.1644045,126.8009027
101898,파주문산당동점,경기 파주시 문산읍 방촌로 1719-62 와우노블시티 1층,,37.8672708,126.7837441
101755,건대스타시티몰점,서울 광진구 능동로 110 더샵스타시티몰 영존 B213호,,37.5406610,127.0714121
101663,시흥은계우미린점,"경기 시흥시 은계중앙로 115 상가동 1층 102호(은행동, 시흥은계우미린더퍼스트)",031-8042-6787,37.4409822,126.8033335
101168,울산시청점,울산 남구 돋질로81번길 9-1,0504-0801-0085,35.5394318,129.3141385
101160,하계을지병원점,서울 노원구 공릉로59나길 48-4 (하계동),02-2088-6457,37.6353643,127.0700686
101157,인천삼산초등학교점,인천 부평구 후정동로 28 상가 5호,070-8240-3177,37.5197590,126.7381780
100701,안산반월역점,경기 안산시 상록구 건건로 119-5 작악빌딩 1층 일부(건건동),,37.3114270,126.9043804
100367,평촌역점,경기 안양시 동안구 관평로182번길 53 1층107호,,37.3942440,126.9630802
100360,시흥정왕본동점,경기 시흥시 정왕천로428번길 2 1층 일부호,031-498-1021,37.3452915,126.7532362
100187,신용산래미안점,서울 용산구 한강대로 95 109,070-7537-2984,37.5290927,126.9668857
100143,화서역브리시엘점,경기 수원시 장안구 수성로157번길 60 144호,070-7624-2979,37.2880163,126.9903743
100130,의정부회룡점,경기 의정부시 평화로 365 (호원동),031-877-6580,37.7244778,127.0479879
100122,가양초점,"서울 강서구 양천로59길 46 대일빌딩, 101호",02-2668-0507,37.5610449,126.8600427
100108,인천효성제일풍경채점,인천 계양구 효서로112번길 2 (효성동),070-8844-1269,37.5276724,126.7080274
99117,둔내웰리힐리점,강원특별자치도 횡성군 둔내면 고원로 251 C동,,37.5063268,128.2270475
99081,서대구화성파크점,대구 서구 서대구로29길 30 7208동 1층 7호,053-525-1734,35.8703015,128.5471651
98974,울산터미널점,울산 남구 달삼로72번길 13 (달동),052-266-5592,35.5352822,129.3375110
98973,시흥거모점,경기 시흥시 도일로135번길 4,031-493-0234,37.3425827,126.7846240
98690,파주금촌점,경기 파주시 문화로 97 제1호(파주시 문화로 97),031-935-6306,37.7628326,126.7747139
98504,광주선교지구점,"광주 동구 선교로 38-30 111동 105호(선교동, 선교1차우방아이유쉘아파트)",062-225-5565,35.0892486,126.9515350
98494,원주시청로점,"강원특별자치도 원주시 시청로 76 (무실동, 에이스주차타워2)",,37.3368325,127.9267271
98487,마산완월서광점,경남 창원시 마산합포구 고운로 168 서광아파트상가 101호,055-222-5048,35.1970398,128.5624924
98348,대전관저원앙점,대전 서구 관저북로 71 원앙쇼핑 105호,0502-1921-2358,36.3083022,127.3365729
98312,강원양구점,강원특별자치도 양구군 양구읍 중앙길 14,033-938-9876,38.1068501,127.9891456
97928,상왕십리역점,서울 성동구 왕십리로 410 센트라스 상가 L동 104호,070-7755-0221,37.5665508,127.0247865
97642,위례우성어반점,"서울 송파구 위례송파로 77 107호,108호",02-405-6157,37.4854429,127.1424530
97172,인천송도해온프라자점,인천 연수구 컨벤시아대로130번길 18 해온프라자 102호,070-8657-3123,37.3932134,126.6445977
96975,광주양동시장점,광주 서구 천변좌로254번길 2 (양동),062-363-8468,35.1533731,126.9034123
96852,청주봉명점,충북 청주시 흥덕구 덕암로 28 (봉명동),070-4334-4777,36.6528787,127.4572156
96812,인천용현자이타워점,인천 미추홀구 독배로 383 112호,070-4833-2674,37.4543217,126.6482540
95806,울진후포점,경북 울진군 후포면 울진대게로 16-3 (삼율리),054-788-7778,36.6775618,129.4428767
94748,시흥금천점,서울 금천구 시흥대로39길 11 102호,02-805-2371,37.4469404,126.9025629
94518,은평서북병원점,서울 은평구 갈현로11길 12 (구산동),02-2138-0999,37.6054712,126.9092476
94491,순화점,서울 중구 칠패로 27 B동 109호(1층),,37.5599339,126.9719947
94333,아산풍기점,충남 아산시 어의정로 184 아산풍기이지더원1차아파트 제상가4동 제지1층 제비107호,041-424-2519,36.7744110,127.0176769
94112,대전은하수네거리점,대전 서구 둔산로51번길 16 (둔산동),042-710-4377,36.3518820,127.3801328
93917,성남신흥역점,경기 성남시 수정구 산성대로 267 1층 123호,031-602-4023,37.4413240,127.1464467
93627,경주용황점,경북 경주시 용황로10길 43 상가 115호,070-7636-8989,35.8871107,129.2290805
93588,서울경희대점,서울 동대문구 경희대로 9-1 (회기동),02-966-1998,37.5925613,127.0522303
93573,강릉솔올점,강원특별자치도 강릉시 경포로 42,033-823-3024,37.7714380,128.8789974
93318,인천부평그랑힐스점,인천 부평구 청중로 47 (청천동),,37.5178426,126.7023925
93182,안양힐스테이트비산점,경기 안양시 동안구 임곡로 70 1층 102-3,031-444-9049,37.4054665,126.9343652
92987,천안쌍용이마트점,충남 천안시 서북구 충무로 205,,36.7966603,127.1288032
92603,당진현대제철점,"충남 당진시 송산면 가곡로 150-24 (동곡리, 현대에비뉴)",,36.9720389,126.7014566
92482,동탄에듀몰점,"경기 화성시 동탄기흥로353번길 99-7 1층 107호(오산동, 안강프라이빗에듀)",031-372-9599,37.1877508,127.0868100
92481,강동고덕비즈밸리점,"서울 강동구 고덕비즈밸리로 26 1층 A-127호(고덕동, 강동U1센터)",,37.5654433,127.1602745
91819,충북괴산터미널점,충북 괴산군 괴산읍 읍내로10길 3,043-833-7787,36.8088962,127.7941254
91690,함안호암점,경남 함안군 칠원읍 호암길 22 더노블리지 105호,055-586-9333,35.2752566,128.5210964
91591,마곡수명산파크점,서울 강서구 강서로47길 113 성호빌딩 106호,02-2666-8781,37.5532319,126.8298785
91387,광주오치주공점,광주 북구 서하로194번길 3 (오치동),062-716-1303,35.1867938,126.9018696
91167,신사세로수길점,서울 강남구 논현로175길 58 1층 101호(신사동),02-6406-4845,37.5244617,127.0241788
90597,안산문화광장점,경기 안산시 단원구 광덕3로 167-18,031-481-9999,37.3141486,126.8316874
90474,조치원신흥점,세종특별자치시 조치원읍 이화로 26 상가동 10호,070-4006-0695,36.5926423,127.2877613
90421,방화방신점,"서울 강서구 초원로13길 58 (방화동, 센터하임)",02-2666-2371,37.5697824,126.8130671
90404,창동어울림점,"서울 도봉구 해등로16길 26 타임프라자 110호,111호",070-7755-5646,37.6556381,127.0414985
90401,동해묵호점,강원특별자치도 동해시 일출로 109,033-535-7008,37.5528542,129.1190815
90292,인천가재울역트루엘에코시티점,"인천 서구 열우물로240번길 20 (가좌동, 가재울역트루엘에코시티아파트)",032-577-7663,37.4851754,126.6873500
89925,덕소강변중앙점,경기 남양주시 와부읍 덕소로116번길 19-2 1층 102호,070-8250-9851,37.5846848,127.2102561
89859,수원센트럴프라자점,경기 수원시 팔달구 수원천로210번길 19 (인계동),,37.2729491,127.0192867
89823,광주남구체육관점,광주 남구 화산로 115 진아리채 상가동 102호,062-710-6664,35.1152654,126.9094553
85662,화성안녕점,"경기 화성시 장조2로 12 1층 110호, 111호",031-238-0113,37.2040933,126.9993994
85326,경기광주초월점,"경기 광주시 초월읍 경충대로1127번길 58 (쌍동리, 광주초월역한라비발디)",031-761-1147,37.3773706,127.2881004
85285,수원센트럴아이파크자이점,경기 수원시 팔달구 인계로 21 (인계동),010-6224-4406,37.2722817,127.0212781
