지점ID,매점명,매점주소,전화번호
1902929,인천강화점,인천광역시 강화군 강화읍 강화대로 401-1 1층,032-933-2234
1902984,청주두리이비인후과점,충청북도 청주시 서원구 2순환로 1468 (죽림동) 투썸플레이스,043-237-1468
1902996,평내호평점,경기도 남양주시 경춘로 1329 (평내동) 1층,031-522-6725
1902933,용인신봉점,경기 용인시 수지구 신봉동 47-1,031-546-1930
1902991,대림삼거리점,"서울특별시 영등포구 시흥대로 675 (대림동,삼성YJ그랜드빌딩) 1층",02-6958-7011
1902902,해운대청사포점,부산광역시 해운대구 청사포로 131 (중동) 1층,051-701-6786
1902985,의정부휴게소점,경기 의정부시 산곡동 304-2 의정부휴게소,050-71345-4113
1902986,남양주별내휴게소점,경기 남양주시 별내면 광전리 산 114-15 남양주별내휴게소,031-524-9773
1902957,군산휴게소(하)점,전북 군산시 성산면 서해안고속도로 141 군산휴게소(목포방향),063-453-0402
1902995,구미인동점,경상북도 구미시 인동가산로 20 (진평동) 1~2층,054-471-0771
1902709,제주영어도시점,제주특별자치도 서귀포시 대정읍 글로벌에듀로 370 (보성리) 1층,064-792-6555
1902918,광화문점,"서울특별시 종로구 새문안로 103 (신문로1가, 갤러리광화) 1~2층 투썸플레이스",02-2138-2885
1902934,정읍휴게소(상)점,전북특별자치도 정읍시 북면 하북1길 227-23 정읍녹두장군(천안)휴게소,063-532-2373
1902903,봉천현대시장점,서울특별시 관악구 양녕로 61 (봉천동) 1층,070-4178-3336
1902838,의왕시청점,경기도 의왕시 행복마을1길 17 (고천동) 2층,031-427-0213
1902846,2001아울렛중계점,"서울특별시 노원구 동일로204가길 46 (중계동, 2001아울렛) 1층",02-3399-8502
1902837,고양원당역점,"경기도 고양시 덕양구 고양대로 1415 (성사동) C109,C110호",031-994-0225
1902874,거제상동점,경남 거제시 상동5길 27,055-635-0689
1902887,광명어반브릭스점,"경기도 광명시 양지로 19 (일직동) 어반브릭스 167, 168, 169호",02-899-5140
1902894,광주봉선점,광주 남구 봉선로 156,062-672-0102
1902899,원주혁신도시점,강원 원주시 양지로 68,033-747-0300
1902938,문경모전코아루점,"경상북도 문경시 당교3길 16 (모전동) 문경모전코아루노블 상가 108~110,205,206호",054-555-3771
1902948,구로대륭7차점,"서울특별시 구로구 디지털로33길 48 (구로동,대륭포스트타워7차) 구로대륭포스트타워7차",02-853-3336
1902893,신탄진휴게소(상)점,"대전광역시 대덕구 산업단지로 27 (상서동, 신탄진 화물휴게소) 신탄진휴게소 서울방향",042-934-2443
1902807,성남태평역점,경기도 성남시 수정구 수정로73번길 6-6 (태평동) 1층,070-4116-4611
1902923,평택베스트원몰점,"경기도 평택시 경기대로 945 (장당동) 1층, 베스트원몰점",031-667-3461
1902788,국립중앙박물관3점,"서울특별시 용산구 서빙고로 137  (용산동6가, 국립중앙박물관)",02-798-6976
1902879,문막휴게소(하)점,강원특별자치도 원주시 문막읍 원문로 1234 (문막하행휴게소) 문막휴게소 강릉방향,033-731-8481
1902851,청주내수점,충청북도 청주시 청원구 내수읍 내수로 636 투썸플레이스,043-211-2923
1902875,현풍휴게소(상)점,대구광역시 달성군 현풍읍 비슬로 741 (현풍휴게소) 현풍휴게소 대구방향,053-615-0337
1902876,현풍휴게소(하)점,대구광역시 달성군 현풍읍 성하길 48 (현풍휴게소(하행선)) 현풍휴게소 창원방향,053-614-2436
1902870,문정법조타운점,"서울특별시 송파구 송파대로 155 (문정동, NH송파농협) 1층",02-430-8450
1902877,진주역점,경상남도 진주시 개양로 120-38 (가좌동) (가좌동 2070-4),055-794-1213
1902871,군산휴게소(상)점,전북 군산시 나포면 서포리 406-6 군산휴게소 서울방향,063-453-2818
1902839,서초양재점,"서울특별시 서초구 동산로 84 (양재동, 흥진빌딩) 1층",02-6227-5875
1902860,여주대점,경기도 여주시 세종로 278 (교동) 103~105호,031-881-2375
1902886,김포신곡점,"경기도 김포시 고촌읍 수기로 115 108호, 204호, 205호",031-992-0700
1902896,보통리점,경기도 화성시 정남면 보통내길 140  1~2층,031-8055-0575
1902834,구로역점,"서울특별시 구로구 새말로 19 (구로동, 정윤빌딩) 1층",02-837-7770
1902845,대구엑스코점,대구광역시 북구 유통단지로8길 86 (산격동) 1층 투썸,053-382-1260
1902854,하남감일지구점,경기도 하남시 감일백제로83번길 25 (감이동) 숲83 1층,02-487-8560
1902882,청주테크노폴리스점,충청북도 청주시 흥덕구 송화로 136 (송절동) 1층,043-267-3500
1902789,대구용산점,대구광역시 달서구 용산서로 4-21 (용산동) 1층 투썸플레이스,053-522-2233
1902806,구리교문사거리점,"경기도 구리시 경춘로 158 (교문동, 한화생명) 1층 투썸플레이스",031-522-6670
1902713,영도부산대교점,부산광역시 영도구 대교로 16 (봉래동2가) 투썸플레이스 영도부산대교점,051-715-2003
1902844,양평휴게소(하)점,경기도 양평군 양동면 송석2길 52 양평휴게소 원주방향,031-8027-2172
1902742,부산사직삼거리점,"부산광역시 동래구 아시아드대로 182 (사직동, 아시아드삼정그린코아더시티) 1층",051-505-2425
1902325,인천한들점,"인천광역시 서구 한들로 74 1,2층",032-567-2274
1902819,광교이루리타워점,"경기도 수원시 영통구 도청로89번길 30 (이의동,이루리타워) 1층",031-214-0262
1902825,역삼자이점,서울 강남구 언주로 419,02-2039-9366
1902766,청계산입구역점,"서울특별시 서초구 청계산로 201(신원동,서초포레지움) 103호~105호",02-579-5222
1902814,대치선릉점,서울특별시 강남구 테헤란로70길 16 (대치동) 테헤란로70길 16-0  (대치동),02-555-7003
1902800,의정부장암점,"경기도 의정부시 회룡로 188 (장암동, 장암골드프라자) (장암동, 장암골드프라자)",031-8083-1107
1902656,의왕스마트시티점,경기 의왕시 광진말로 54 스마트시티 S동 113호,031-8058-8070
1902827,일산풍동점,경기 고양시 일산동구 풍동 1278-2,031-906-2894
1902744,의정부금오점,경기도 의정부시 청사로 45,031-853-0836
1902784,한국외대점,서울특별시 동대문구 이문로 104 (이문동) 1~4층,02-957-4144
1902822,방학역점,서울 도봉구 도봉로 696,02-954-7799
1902341,대구반고개점,"대구광역시 달서구 달구벌대로 1910 (두류동, 크리스탈호텔) 1,2층",053-653-3322
1902765,대구침산점,대구 북구 옥산로17길 47,053-354-0256
1902809,대전자운대점,대전광역시 유성구 신성로 119 (신성동) 투썸플레이스,042-864-1112
1902728,부천원종점,경기도 부천시 오정구 소사로 766 (원종동) 1~2층,032-710-7378
1902810,파주롯데아울렛점,"경기도 파주시 회동길 390 (문발동, 롯데프리미엄아울렛) 럭셔리빌 1층",031-960-2713
1902716,이대서울병원점,"서울특별시 강서구 공항대로 260 (마곡동, 이화의대부속서울병원) 1층",070-7510-2230
1902776,인천검단이음대로점,"인천광역시 서구 이음대로 473 (당하동) 104호, 105호,106호,107호",032-567-8879
1902761,신설동역점,"서울특별시 동대문구 왕산로 14 (신설동, 글로리아타워) 1층",02-953-8887
1902718,래미안서초에스티지점,"서울특별시 서초구 사임당로 157 (서초동, 릿타워) 1층",02-2135-2624
1902671,시흥하늘휴게소점,"경기도 시흥시 수도권제1순환고속도로 105 (조남동, 시흥하늘휴게소) M층",070-4113-6361
1902796,안동성소병원점,"경상북도 안동시 서동문로 99 (금곡동, 안동성소병원) 안동성소병원 신관 1층",054-859-4224
1902549,대전용문점,대전광역시 서구 도산로 410 (용문동) 1층 투썸플레이스,070-8211-0176
1902754,석촌고분역점,"서울특별시 송파구 삼학사로 47 (삼전동, 더블유에스아이빌딩) 1층",02-424-7572
1902719,일산문촌점,"경기도 고양시 일산서구 중앙로 1456 (주엽동, 서현프라자) 101호",031-919-1020
1902714,마곡LG사이언스파크점,"서울특별시 강서구 마곡중앙10로 70 (마곡동, LG사이언스파크) B1F",070-7537-3030
1902741,벌곡휴게소(하)점,충청남도 논산시 벌곡면 호남지선고속도로 25 (벌곡휴게소) 1층,041-732-7694
1902738,나주예가람타워점,전라남도 나주시 상야1길 7 (빛가람동) 1-2층,061-333-8484
1902723,수유역점,"서울 강북구 번동 418-23 2,3층",02-2088-1014
1902749,종로3가역점,서울 종로구 수표로 106,02-742-6649
1902658,칠곡휴게소(상)점,경상북도 칠곡군 왜관읍 경부고속도로 158 칠곡(서울방향)휴게소,054-975-1883
1902659,칠곡휴게소(하)점,경상북도 칠곡군 왜관읍 경부고속도로 159 칠곡(부산방향)휴게소,054-975-2277
1902763,세종호수공원점,"세종특별자치시 도움8로 91 (어진동, 세종마치) 111호,112호,205호",044-868-6388
1902657,수원역점,경기도 수원시 팔달구 향교로 1 (매산로1가),031-243-9672
1902726,용산아이파크몰점,서울 용산구 한강대로21나길 7 아이파크몰,02-2012-0604
1902696,서대문역바비엥점,"서울특별시 중구 통일로 114 (의주로1가,바비엥-2) 1층",02-6399-1399
1902697,시흥대야점,경기 시흥시 비둘기공원7길 54,031-435-0020
1902724,반포효성점,서울 서초구 반포대로 235-0 투썸플레이스 (반포동),02-534-2103
1902735,대전유성봉명점,대전 유성구 봉명동 611-6,042-822-8213
1902667,김천부곡점,경상북도 김천시 시민로 53 (부곡동) 투썸플레이스,054-434-4127
1902733,충남금산점,충남 금산군 금산읍 금산로 1528,041-753-7771
1902678,파주당동점,"경기 파주시 문산읍 당동리 175-2(당동1로 38),1층 일부",070-8657-4930
1902703,청주성화점,충북 청주시 서원구 서부로 1346,043-237-6500
1902702,동탄역앨리스빌점,경기도 화성시 동탄대로 469-12,031-373-7789
1902463,부산백운포점,부산광역시 남구 백운포로 47 (용호동) B1~2층,051-612-2355
1902654,인천소래포구역점,"인천광역시 남동구 소래역로 46 1층 101호 (논현동, 청호프라자)",032-423-1236
1902704,안양덕천점,"경기도 안양시 만안구 태평로60번길 42 (안양동, 센트럴타워2) 2층 201,202호(안양동 .센트럴타워 2층)",031-469-7280
1902518,부산중동점,"부산광역시 해운대구 해운대로 743 (중동,정우빌딩) 1팀",051-714-5510
1902613,대구시지점,"대구광역시 수성구 달구벌대로645길 11 (신매동,신매동SNL메디타워) 108,109,202호",053-794-6622
1902651,의정부가능역점,경기도 의정부시 평화로 647,031-841-2324
1902652,수색DMC점,"서울특별시 은평구 수색로 194 (증산동) 1,2층",02-2138-0052
1902653,회현역점,"서울특별시 중구 퇴계로 52 (회현동1가, 티마크그랜드호텔명동)",02-2138-0054
1902557,송산새솔점,경기도 화성시 큰나래2길 53 (새솔동) 1층,031-356-2232
1902617,일산장항점,"경기도 고양시 일산동구 무궁화로 43-15 (장항동,한강세이프빌) 108호,109호",031-816-0770
1902655,상왕십리역점,"서울 성동구 왕십리로 410, L동 B1층114호 센트라스",02-2297-2323
1902419,과천펜타원점,"경기도 과천시 과천대로12길 117 (문원동, 과천펜타원) B124, B125, 126",070-4155-4251
1902614,청담역사거리점,서울특별시 강남구 학동로 504 (삼성동) 1~2층,02-2039-9009
1902588,장흥건산점,전남 장흥군 장흥읍 건산리 379-25번지,061-864-0503
1902531,구미산동점,경상북도 구미시 산동읍 강동로 1019-6 1층,054-472-2322
1902604,목포용해점,전라남도 목포시 용해지구로 1 (용해동980-2),061-278-1118
1902430,포항연일점,경상북도 포항시 남구 연일읍 연일중앙로 71 투썸플레이스,054-277-7757
1902608,부평남부역점,인천 부평구 경인로 946,032-513-2459
1902576,현대지식산업센터점,서울 금천구 두산로 70  (독산동),02-2181-3530
1902581,부천신중동역점,"경기도 부천시 길주로 276 (중동,무광오피스텔) 101호,203호",010-2213-2481
1902583,마포노고산점,서울특별시 마포구 신촌로 128 (노고산동) 적암빌딩 1층,02-2088-4453
1902630,이천마장점,경기도 이천시 마장면 오천로 55 (오천리) 1층,070-8860-2880
1902605,속리산휴게소점,충청북도 보은군 마로면 적암길 56-18 속리산휴게소 내,043-544-1466
1902535,전주영화의거리점,"전북특별자치도 전주시 완산구 전주객사5길 89 (고사동, 트윈팰리스A동) 1층",063-272-0100
1902453,새절역점,서울특별시 은평구 가좌로 253 (응암동) 1층~3층,02-303-2010
1902510,울산성안달빛점,울산광역시 중구 성안1길 125 (성안동) 2층,052-211-1250
1902558,논현역점,"서울특별시 서초구 강남대로 527 (반포동, 브랜드칸타워) 브랜드칸타워 1,2층",02-512-1105
1902626,인천영종하늘중앙로점,"인천광역시 중구 하늘중앙로225번길 3 (중산동,영종M타워) 1층",032-747-0677
1902573,구로디지털역깔깔거리점,서울특별시 구로구 디지털로32길 97-39 (구로동) 2층,02-855-7791
1902578,울산천곡점,울산 북구 천곡동 532-4,070-4222-8033
1902422,청주율량좋은점,충북 청주시 청원구 1순환로 130,043-212-5202
1902512,개봉역점,"서울 구로구 남부순환로97길 20-1, 1,2층",02-2618-8133
1902522,이마트김포점,경기도  김포시 김포대로 715,031-983-7791
1902609,부산가덕도점,부산 강서구 가덕해안로 590(천성동),051-832-8870
1902527,김포홈플러스점,경기도 김포시 중봉로 14 (감정동) 홈플러스 2층,031-984-4704
1902593,경산신대점,"경북 경산시 압량면 대학로 365, 1층 102호",053-817-8979
1902504,송도랜드마크시티점,"인천광역시 연수구 랜드마크로 68, 301동(송도동,랜드마크시티더샵)",032-833-8064
1902506,부평구청역점,"인천광역시 부평구 길주남로 4 (부평동,진흥빌딩) 1층",032-505-9262
1902507,부천상동행복점,"경기도 부천시 상동로 75 (상동,한빛프라자) 103호, 201호",032-327-2613
1902511,평택로데오점,경기도 평택시 중앙2로 16 (평택동) 298-1,031-651-0995
1902521,경북상주점,경북 상주시 삼백로 88-0,054-535-3005
1902533,화성신영통점,경기도 화성시 영통로60번길 7 (반월동) 헤센IT타워 1층 125~128호,031-202-0217
1902545,대치사거리점,서울특별시 강남구 삼성로 334 (대치동) 1F 투썸플레이스 대치사거리점,02-563-8388
1902556,대전관저네거리점,대전광역시 서구 관저북로13번길 23-24,042-543-8782
1902529,평사휴게소점,경상북도 경산시 진량읍 경부고속도로 105 (평사휴게소) 평사휴게소 1층,053-852-8651
1902530,건천휴게소(하)점,경상북도 경주시 건천읍 경부고속도로 77 건천휴게소 1층,054-751-6890
1902493,강서발산점,"서울특별시 강서구 강서로 401 (마곡동, 매그넘793) 101, 102, 103, 104호",02-6227-4127
1902114,양산덕계중앙점,경남 양산시 덕계동 729-6,055-387-6555
1902487,노량진역삼거리점,서울특별시 동작구 장승배기로 174 (노량진동) 더써밋타워,02-813-8877
1902204,광주목현SS점,경기 광주시 목현동 36-2번지 1층,031-797-2972
1902517,양평군청점,경기도 양평군 양평읍 양근로 177 1층,031-771-3656
1902474,서판교운중시티점,경기도 성남시 분당구 운중로 121 (운중동) 1층,070-8211-3077
1902439,태안안면도점,충청남도 태안군 안면읍 안면대로 3002 1층 투썸플레이스 태안안면도점,041-675-2977
1902513,불광역점,서울특별시 은평구 통일로 750 (불광동) 경일빌딩 1층,02-6958-6898
1902477,동탄라스플로레스점,"경기도 화성시 동탄대로 537, 1층 1029.1030.1031호",031-372-2504
1902501,부산사상점,"부산광역시 사상구 사상로 213 (괘법동,다사랑한의원, 투썸플레이스) 1층",051-317-1199
1902438,파주다율점,경기도 파주시 해올1길 31 (다율동) 120~124호,031-8035-7220
1902538,양평중앙로점,경기도 양평군 양평읍 공흥로 33,031-773-2333
1903857,부산아트몰링점,부산 사하구 낙동남로 1413,051-999-7309
1902472,미사호수공원점,"경기도 하남시 미사강변중앙로 223 (망월동,센트럴파크1) 1-2층",031-791-2588
1902488,평촌스마트베이점,경기도 안양시 동안구 벌말로 123,031-8069-2550
1902465,경주보문호수점,경상북도 경주시 천군1길 8-18 (천군동) 1층,054-777-2113
1902469,마포대흥점,"서울특별시 마포구 대흥로 183 (대흥동,신촌그랑자이상가) 1층",02-707-2529
1902421,광양칠성점,전남 광양시 광양읍 구산리 363번지,061-762-1919
1902432,상암KBS미디어센터점,"서울특별시 마포구 매봉산로 45 (상암동, KBS미디어센터) 1층 투썸플레이스",02-6949-5455
1902456,광주동천점,광주광역시 서구 하남대로 660 (동천동) 1층,062-512-2323
1902157,당진호반수청점,충청남도 당진시 수청동 1393번지,041-355-4478
1902447,하양광장메디컬점,경상북도 경산시 하양읍 서사도리9로 27 107호(광장메디컬타워),053-856-1555
1902457,창원사파점,경남 창원시 성산구원이대로 773번길 27-1 (사파동),055-262-3052
1902020,기장연화리점,부산 기장군 기장읍 연화리 291-1,051-724-1999
1902455,순천백강대로점,"전라남도 순천시 백강로 367 (조례동) 1층,2층",061-726-1368
1902418,강릉교동택지점,강원특별자치도 강릉시 솔올로 68 (교동) 1층,033-646-8778
1902400,인천옥련점,인천 연수구 독배로40번길 5,032-831-2843
1902403,고양지축점,경기 고양시 덕양구 지축동 오부자로 42,02-381-4385
1902409,영주풍기소백로점,경북 영주시 풍기읍 동부리 191-1,054-901-1892
1902433,삼척의료원점,강원 삼척시 오십천로 421 1층,033-572-8787
1902435,금남로케이엔타워점,"광주광역시 동구 금남로 220 (금남로3가) 1,2층",062-222-0708
1902440,마곡역점,서울 강서구 마곡동 798-9,02-2663-2228
1902406,인천논현역튜브점,"인천광역시 남동구 청능대로 575 (논현동) 논현역튜브567 112, 113, 114, 115호",032-205-3385
1902443,포항포스코점,경북 포항시 남구 송내동 1-365,054-222-6334
1902411,부천여월점,"경기도 부천시 오정구 성곡로 23 (여월동, 여월늘해랑) 상가 104, 105, 106호",032-679-8289
1902370,혜화대명로점,서울특별시 종로구 대명길 6 (명륜2가) 2~4층,02-765-0710
1902428,한국잡월드점,"경기도 성남시 분당구 분당수서로 501 (정자동, 한국잡월드) 1층",031-696-8496
1902365,인천공항T2B1F점,인천광역시 중구 제2터미널대로 446 (운서동) 인천국제공항 제2교통센터 지하1층,032-743-3409
1902386,광주오포DT점,"경기도 광주시 오포읍 오포로 150 (능평리) 1,2층 전부",031-761-0205
1902426,인천송도유원지점,인천광역시 연수구 청량로 83-0  (동춘동),032-279-0101
1901914,부산온천장점,"부산광역시 동래구 온천장로117번길 26 (온천동) 1,2층",051-553-0619
1902374,분당제생병원점,"경기도 성남시 분당구 서현로180번길 20 (서현동, 제생병원) 본관 1층",031-698-4733
1902140,구미원평DT점,"경상북도 구미시 산업로 196 (원평동) 1,2층",054-458-1033
1902329,평촌학원가점,"경기도 안양시 동안구 평촌대로 110 (평촌동, 갈산프라자빌딩) 1층",031-388-2220
1902398,굽은다리역점,서울 강동구 양재대로 1539,02-485-7993
1902346,세종다정점,세종특별자치시 다정중앙로 45,044-862-3295
1902364,부산명지오션시티점,"부산광역시 강서구 명지오션시티12로 64 (명지동) 101,102",051-642-3388
1902322,순천금당점,"전라남도 순천시 대석길 35 (연향동,순천시산림조합) 1층",061-724-9915
1902355,부산안락세웅병원점,부산광역시 동래구 충렬대로 455 (안락동) 세웅병원 1층,051-523-4050
1902361,고양행신점,"경기도 고양시 덕양구 충장로 134 (행신동,아이프라자) 1층",031-971-4505
1902385,구리돌다리점,경기 구리시 경춘로 223,031-556-3151
1902349,부천중동시장점,"경기도 부천시 부흥로 181 (중동, 세민메가트랜스) 108, 109호",032-710-3663
1902350,송탄렉스빌점,경기도 평택시  송탄로 385 이한렉스빌플러스 1층,031-668-4744
1902357,안양국제나은병원점,경기 안양시 만안구 안양동 456-1,031-360-4551
1902383,남양주마석역점,"경기도 남양주시 화도읍 마석중앙로 120, 102호",031-559-9399
1902103,수원화서역점,경기도 수원시 팔달구 수성로157번길 59 (화서동) 1층,031-304-1425
1902218,대구이시아점,대구광역시 동구 팔공로51길 11 (봉무동) 1층,053-984-1717
1902326,이천증포점,경기도 이천시 이섭대천로 1458 (증포동) 1층,031-694-9922
1902305,정릉중앙점,"서울특별시 성북구 정릉로 262 (정릉동, 갤럭시더정릉) 1층",02-943-2200
1902335,수원영통구청점,"경기도 수원시 영통구 매탄로108번길 52 (매탄동,로진프라자) 1층",031-212-3333
1902296,청주용암점,충청북도 청주시 상당구 월평로 180 투썸플레이스,043-287-1597
1902306,안양엔터식스점,"경기도 안양시 만안구 만안로 244, 엔터식스 2층(안양동)",031-5177-6219
1902331,원주문막점,"강원도 원주시 문막읍 원문로 1700-1 코아루아너스 아파트 상가 1,2층",033-745-7600
1902353,강동명일점,서울특별시 강동구 양재대로 1615 (천호동) 1층,02-485-8255
1902327,수원송죽점,"경기도 수원시 장안구 송원로 25 (송죽동,송죽노래방) 1,2층 투썸플레이스 수원송죽점",031-244-3371
1902276,월곡역코업스타점,"서울특별시 성북구 화랑로 76 (하월곡동, 코업스타클래스) 105-2호, 106호",02-6956-2000
1902328,대전대동오거리점,대전 동구 계족로 156,042-286-7001
1902356,인천숭의점,"인천광역시 미추홀구 인주대로 51 (숭의동, 더스테이프라임월드)",032-888-4660
1902237,대전문정로점,대전 서구 탄방동 1029번지 1층,042-484-8887
1902307,홍대서교점,"서울특별시 마포구 월드컵북로 13 (서교동, 스마트빌딩) 1,2층 투썸플레이스",02-6958-5535
1902195,광주조선대점,광주광역시 동구 필문대로273번길 1-0  (동명동),062-227-3355
1902245,천안차암점,충청남도 천안시 밤개울1길 1-1,041-569-3051
1902313,강서구청점,"서울특별시 강서구 화곡로 347 115.116.209.210호(화곡동,그랜드아이파크)",02-2699-3948
1902088,예천남본점,경북 예천군 예천읍 충효로 273,054-652-9958
1902275,판교대장점,경기 성남시 분당구 대장동 229-1,031-717-7283
1902287,인천공항라운지점,인천 중구 운서동 2868 제2여객터미널,032-743-4823
1902312,오산궐동점,경기도 오산시 대호로 93 (궐동) 1층 투썸플레이스,031-378-8581
1902011,포항오천점,경북 포항시 남구 원동로 34,054-291-0099
1902200,명동예술극장점,서울특별시 중구 명동7길 8 (명동1가) 2층 투썸플레이스,02-3789-2377
1902248,마포구청점,서울특별시 마포구 월드컵로36길 14-0,02-303-7054
1902286,거진농협현내점,강원특별자치도 고성군 현내면 한나루로 55 거진농협현내점 2층,033-681-6855
1902302,제기동역점,"서울특별시 동대문구 왕산로 91 (제기동, 메트로폴스위트) 101호",02-928-9900
1902115,부산감천점,부산광역시 사하구 사하로 74 (감천동) 1층,051-931-3262
1902196,평택서해회관점,경기도 평택시 포승읍 2함대길 91 1층 투썸플레이스,031-686-8123
1902256,화순동구리호수공원점,"전라남도 화순군 화순읍 진각로 326 (동구리) 1,2,3,4층",061-375-2501
1902050,일산후곡점,"경기도 고양시 일산서구 일산로 563 (일산동, 문화타운) 1층",031-922-2272
1902205,천호역해링턴타워점,"서울특별시 강동구 올림픽로 610 (성내동, 천호역효성해링턴타워) 1층",02-2088-6330
1902156,청량리점,"서울특별시 동대문구 고산자로32길 78 (용두동, 청량리역한양수자인그라시엘) 한양수자인 아트포레스트 상업시설, 121~127호",02-2138-3776
1902192,춘천소양강댐점,강원도 춘천시 신북읍 신샘밭로 752 (천전리) 1-2층,033-251-2323
1902217,진주혁신로데오점,"경상남도 진주시 충의로 20-4 (충무공동) 106호, 107호",055-753-2322
1902161,대구칠곡3지구점,대구광역시 북구 동암로12길 15 (동천동) 1층,053-322-3456
1902073,구리토평점,"경기 구리시 토평동 620-1 1,2,3 층",031-554-0330
1900534,대구도남위너프라자점,대구 북구 국우동 210,053-324-1501
1902179,안양호계금명점,경기도 안양시 동안구 엘에스로 37 (호계동) 금명빌딩,031-429-2288
1902134,응암역점,서울 은평구 신사동 22-1,02-303-4318
1902173,정동길점,"서울특별시 중구 정동길 3 (정동, 경향신문사) B1층, 1층",02-739-7773
1902191,독산사거리점,"서울특별시 금천구 시흥대로 422 (독산동,프레콘빌딩) 시흥대로 422 1층",02-858-2329
1902153,인천계산역점,"인천광역시 계양구 경명대로 1074 (계산동,삼환1빌딩) 101호",032-544-3028
1901951,시흥은계점,"경기도 시흥시 은계번영길 21 (은행동, 은계유테라스) 101호 201호 202호",031-318-1717
1902139,대구죽전네거리점,대구광역시 달서구 와룡로 206 (죽전동) 1층,053-213-2646
1901860,천안원성DT점,충남 천안시 동남구 원성동 68-12,041-554-2233
1902025,양산상북점,경남 양산시 상북면 상삼리  53-2,055-375-0952
1901131,대구효목네거리DT점,"대구광역시 동구 화랑로 155 (효목동, 호산대학교대구교육원) 1,2층",053-716-0702
1902154,대전가오점,대전광역시 동구 은어송로77번길 7 (가오동) 투썸플레이스 가오점,042-282-0117
1902058,고양덕은점,경기 고양시 덕양구 덕은동 520-2,070-8875-5500
1901880,서대문웨스트게이트타워점,"서울특별시 서대문구 충정로 70 (미근동, 웨스트게이트타워) 1, 2층",02-6956-6226
1902116,부산신호점,"부산 강서구신호산단3로, 48  1층",051-941-2324
1902175,안산본오점,"경기도 안산시 상록구 샘골로 124 (본오동,로스코프라자) 102호, 104호",031-416-4545
1902152,장안점,서울 동대문구 장한로 73,02-2212-1780
1902177,약수역점,서울특별시 중구 다산로 111 한미빌딩 1층,02-2232-0306
1902174,구의역점,"서울특별시 광진구 자양로 116 (구의동,웰츠타워) 1층",02-455-0113
1902043,동대문역사문화공원역점,서울 중구 광희동1가 166 1층,02-2261-2233
1902105,신촌연세동문회관점,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) 연세대학교 동문회관 지하 1층 B101A호",02-2088-2101
1902047,강원인제점,강원 인제군 인제읍 상동리 77-3,033-463-6321
1902131,해운대센트럴푸르지오점,"부산광역시 해운대구 해운대로 650 (우동, 해운대센트럴푸르지오) 201동 103,104,105호",051-746-8885
1902133,치동천체육공원점,경기도 화성시 동탄순환대로29길 33 (영천동) SJ프라자 1층,031-373-0519
1902136,청주분평점,"충청북도 청주시 서원구 청남로 1996 (분평동,메리퀸) 1층 투썸플레이스",043-298-2323
1901956,진주도동로점,경상남도 진주시 도동로 226 (하대동) 1층,055-757-9075
1902040,울산삼산현대점,울산광역시 남구 돋질로 259 (삼산동) 투썸플레이스 울산삼산현대,052-903-9933
1902074,광주신가DT점,"광주광역시 광산구 목련로 330-3 (신가동) 1, 2층",062-954-2388
1901973,부산부민점,부산광역시 서구 구덕로 249 (부용동2가) 1층,051-917-9000
1902027,대전학하점,대전광역시 유성구 학하중앙로 135 (학하동) 1층,042-822-4733
1901847,수원세류점,경기 수원시 권선구 세류동 1275 1층,031-235-2222
1902126,대전도안수변공원점,대전광역시 유성구 봉명로 27-27 (원신흥동) 1층,042-825-2743
1902168,삼척해수욕장점,강원도 삼척시 테마타운길 33-0  (갈천동),033-576-0890
1902075,부산덕천젊음의거리점,부산 북구 덕천동 400-8,051-710-6966
1902070,대전식장산점,대전 동구 세천공원로 42,042-285-5658
1902091,대구퀸스로드점,대구광역시 서구 평리로35길 18-14 (중리동) B동 104호,053-572-1009
1902122,팔당점,경기도 남양주시 와부읍 경강로 768 (강뜨락한정식) 1층2층,031-521-2377
1902092,대전중구청역점,대전 중구 선화동 380-2,042-252-6464
1902077,은평뉴타운점,"서울 은평구 진관3로 20 1,2층 (진관동,SW메디컬빌딩)",02-356-5977
1902101,가산로데오점,서울 금천구 벚꽃로 254,02-861-1017
1902059,대전둔곡점,대전 유성구 둔곡동 428-3,042-716-4283
1902029,강화전등사점,인천광역시 강화군 길상면 전등사로 41 (프레시아관광호텔) 1층,032-937-7990
1902042,화성남동탄점,"경기도 화성시 동탄장지천2길 13 (장지동, 드림앤아이빌딩) 1층",031-372-2231
1902084,김포운양점,경기도 김포시 김포한강11로 288-19 운양프라자 1층,031-981-4550
1901762,대전지족점,대전 유성구 지족동 987-3,042-822-5559
1901934,광주무진대로점,"광주광역시 광산구 무진대로212번길 13-9 (우산동) 상가동 101호,201호(우산동, 무진로 더브이 벨라코트)",062-941-1004
1902019,대구대봉점,대구광역시 중구 대봉로 216 (대봉동) 1층,053-253-5823
1902035,기흥삼성나노시티점,"경기도 용인시 기흥구 삼성로 1 (농서동, 삼성전자(주)기흥캠퍼스) 1층 투썸플레이스",031-209-2587
1902048,광주용산지구점,광주광역시 동구 화산로 261 (용산동),062-222-1894
1901684,서초구청점,서울특별시 서초구 서운로 7 (서초동) 1층,02-6956-7129
1902072,대전둔산블랙타워점,대전 서구 둔산동 1358번지 블랙타워,042-487-2225
